order_id,customer_id,order_date,ship_date,ship_mode,payment_mode
2651,564,07-21-24,07-22-24,Standard,Wallet
2652,688,04-05-23,04-06-23,Express,COD
2653,566,06-30-23,07-02-23,Standard,UPI
2654,399,02-24-22,03-01-22,Standard,Card
2655,616,07-03-24,07-07-24,Express,Net Banking
2656,805,09-24-23,09-27-23,Standard,COD
2657,679,09-19-22,09-25-22,Express,Net Banking
2658,442,05-02-24,05-09-24,Same Day,UPI
2659,320,07-31-23,08-06-23,Express,UPI
2660,430,04-24-22,04-25-22,Standard,UPI
2661,185,09-28-22,10-01-22,Express,Net Banking
2662,257,03-23-23,03-29-23,Standard,Net Banking
2663,560,07-20-24,07-24-24,Express,COD
2664,517,08-20-24,08-25-24,Standard,Wallet
2665,773,10-25-23,10-26-23,Standard,COD
2666,440,03-14-23,03-21-23,Express,Card
2667,547,01-21-24,01-28-24,Same Day,Card
2668,188,02-08-23,02-14-23,Same Day,Card
2669,835,06-05-22,06-06-22,Same Day,UPI
2670,982,10-26-24,10-29-24,Same Day,UPI
2671,308,11-05-22,11-09-22,Same Day,Wallet
2672,161,05-07-23,05-11-23,Express,UPI
2673,120,08-13-23,08-18-23,Express,UPI
2674,949,09-30-23,10-02-23,Same Day,COD
2675,582,11-13-24,11-18-24,Standard,Net Banking
2676,703,12-26-24,12-31-24,Express,COD
2677,168,01-22-24,01-26-24,Same Day,Wallet
2678,603,04-13-23,04-18-23,Express,Net Banking
2679,27,12-03-24,12-05-24,Standard,Wallet
2680,762,03-17-22,03-19-22,Standard,COD
2681,123,04-06-22,04-11-22,Standard,Net Banking
2682,810,08-17-22,08-21-22,Standard,Wallet
2683,344,06-23-24,06-30-24,Standard,Net Banking
2684,423,10-30-24,11-04-24,Standard,Card
2685,440,09-23-23,09-27-23,Standard,COD
2686,844,07-22-22,07-28-22,Express,UPI
2687,540,05-04-23,05-11-23,Express,Net Banking
2688,717,10-09-24,10-12-24,Express,COD
2689,968,07-24-23,07-31-23,Express,Net Banking
2690,41,11-23-24,11-25-24,Same Day,Wallet
2691,762,12-03-22,12-08-22,Same Day,Card
2692,766,11-28-24,12-01-24,Same Day,Net Banking
2693,659,11-17-24,11-22-24,Same Day,Net Banking
2694,313,11-28-24,12-01-24,Standard,Card
2695,813,02-12-24,02-13-24,Standard,COD
2696,403,02-22-23,02-25-23,Express,Card
2697,229,08-06-24,08-09-24,Express,Card
2698,75,10-14-24,10-16-24,Standard,Wallet
2699,415,04-22-22,04-23-22,Standard,Card
2700,841,01-01-24,01-06-24,Express,Net Banking
2701,864,02-07-22,02-08-22,Standard,Card
2702,579,01-17-22,01-23-22,Express,Wallet
2703,865,10-28-22,11-03-22,Express,Wallet
2704,443,06-19-23,06-20-23,Express,UPI
2705,250,08-23-24,08-30-24,Same Day,Net Banking
2706,323,07-30-24,08-02-24,Same Day,Card
2707,296,05-30-24,05-31-24,Express,Wallet
2708,271,12-08-24,12-12-24,Same Day,Wallet
2709,510,04-27-24,05-01-24,Standard,Net Banking
2710,599,01-24-23,01-29-23,Express,Card
2711,167,09-11-23,09-17-23,Standard,COD
2712,784,10-12-22,10-17-22,Same Day,Net Banking
2713,134,03-24-23,03-30-23,Same Day,UPI
2714,4,10-26-22,10-28-22,Same Day,Card
2715,164,01-29-23,02-03-23,Same Day,COD
2716,108,05-03-24,05-08-24,Same Day,Card
2717,186,10-23-23,10-26-23,Same Day,Net Banking
2718,897,02-10-22,02-16-22,Express,Card
2719,601,08-14-22,08-18-22,Same Day,COD
2720,694,09-04-22,09-10-22,Standard,UPI
2721,258,09-24-23,09-27-23,Standard,Wallet
2722,58,01-21-24,01-23-24,Same Day,UPI
2723,953,04-15-24,04-22-24,Express,UPI
2724,113,09-18-22,09-19-22,Same Day,Wallet
2725,857,06-22-24,06-23-24,Standard,Card
2726,878,10-12-22,10-16-22,Same Day,UPI
2727,792,05-01-23,05-05-23,Express,Wallet
2728,566,12-27-24,12-28-24,Express,Net Banking
2729,467,02-19-22,02-25-22,Same Day,Card
2730,510,04-16-22,04-19-22,Express,Wallet
2731,691,03-04-24,03-05-24,Standard,Net Banking
2732,308,09-27-22,10-01-22,Express,COD
2733,562,09-27-22,09-28-22,Standard,Card
2734,784,04-06-23,04-09-23,Express,COD
2735,979,03-16-23,03-17-23,Standard,Card
2736,306,11-11-23,11-18-23,Same Day,Net Banking
2737,928,11-26-24,11-28-24,Express,Net Banking
2738,571,11-12-22,11-16-22,Standard,COD
2739,922,08-03-22,08-10-22,Standard,Wallet
2740,92,06-15-24,06-18-24,Same Day,UPI
2741,170,11-29-22,12-06-22,Express,UPI
2742,922,09-14-22,09-16-22,Express,Wallet
2743,213,03-22-24,03-27-24,Express,Wallet
2744,514,09-18-24,09-21-24,Standard,UPI
2745,863,07-21-24,07-22-24,Standard,UPI
2746,650,03-26-24,03-29-24,Standard,Net Banking
2747,621,07-04-24,07-11-24,Standard,UPI
2748,274,11-20-24,11-24-24,Express,Net Banking
2749,139,12-06-22,12-08-22,Same Day,COD
2750,258,11-18-24,11-22-24,Express,Card
2751,41,04-28-22,04-29-22,Same Day,Net Banking
2752,760,10-14-22,10-16-22,Standard,Card
2753,35,10-17-23,10-19-23,Same Day,COD
2754,432,12-04-22,12-07-22,Express,Wallet
2755,538,06-05-22,06-08-22,Standard,COD
2756,795,02-26-24,02-27-24,Same Day,Wallet
2757,854,02-23-24,02-28-24,Same Day,Net Banking
2758,487,05-29-24,06-05-24,Express,Wallet
2759,692,02-01-24,02-04-24,Same Day,UPI
2760,176,03-09-24,03-15-24,Same Day,Card
2761,900,01-14-22,01-17-22,Same Day,UPI
2762,764,12-13-22,12-18-22,Same Day,Net Banking
2763,500,09-05-23,09-10-23,Express,Wallet
2764,972,01-10-24,01-11-24,Express,Card
2765,752,07-13-22,07-19-22,Express,UPI
2766,275,03-07-23,03-12-23,Same Day,UPI
2767,566,12-23-22,12-28-22,Standard,Wallet
2768,407,01-12-24,01-13-24,Express,COD
2769,424,11-06-22,11-11-22,Express,Wallet
2770,732,06-26-23,07-03-23,Same Day,UPI
2771,841,05-30-23,06-03-23,Standard,Wallet
2772,200,06-05-24,06-09-24,Express,COD
2773,342,09-20-23,09-25-23,Same Day,Net Banking
2774,114,12-17-24,12-20-24,Express,UPI
2775,285,08-24-23,08-29-23,Express,Wallet
2776,606,07-08-22,07-09-22,Standard,Wallet
2777,779,03-03-23,03-10-23,Express,Card
2778,962,11-16-22,11-18-22,Same Day,Wallet
2779,328,11-06-24,11-07-24,Same Day,COD
2780,664,04-20-23,04-23-23,Same Day,UPI
2781,616,05-04-23,05-10-23,Standard,Card
2782,964,10-12-24,10-13-24,Express,Card
2783,629,03-10-23,03-11-23,Same Day,Net Banking
2784,713,05-15-24,05-19-24,Standard,Card
2785,608,05-04-24,05-09-24,Standard,Net Banking
2786,976,04-20-22,04-21-22,Standard,Wallet
2787,792,09-16-24,09-20-24,Express,UPI
2788,311,04-15-23,04-22-23,Standard,Card
2789,862,02-06-23,02-08-23,Same Day,Wallet
2790,482,02-22-22,02-28-22,Same Day,Wallet
2791,382,09-13-22,09-18-22,Express,Net Banking
2792,944,08-27-24,08-29-24,Express,Net Banking
2793,300,01-04-24,01-11-24,Express,Wallet
2794,682,11-14-22,11-19-22,Same Day,Wallet
2795,342,07-10-24,07-11-24,Same Day,Card
2796,312,11-19-23,11-26-23,Same Day,Card
2797,121,07-08-24,07-13-24,Standard,COD
2798,188,01-21-23,01-28-23,Same Day,Net Banking
2799,386,08-13-24,08-15-24,Same Day,COD
2800,994,02-15-22,02-21-22,Standard,Wallet
2801,298,08-05-24,08-09-24,Standard,Wallet
2802,794,01-27-22,02-02-22,Same Day,UPI
2803,619,03-20-24,03-23-24,Express,UPI
2804,397,05-13-24,05-16-24,Standard,Card
2805,503,04-02-23,04-03-23,Express,Card
2806,680,04-18-22,04-25-22,Standard,UPI
2807,647,02-01-23,02-02-23,Same Day,COD
2808,141,12-24-22,12-26-22,Express,COD
2809,303,07-06-24,07-08-24,Standard,UPI
2810,4,02-14-23,02-21-23,Same Day,Wallet
2811,744,11-26-23,11-28-23,Same Day,Net Banking
2812,731,03-28-23,04-03-23,Standard,Net Banking
2813,11,08-11-22,08-15-22,Express,COD
2814,951,02-19-24,02-21-24,Standard,UPI
2815,335,11-15-24,11-16-24,Express,COD
2816,447,02-16-24,02-23-24,Express,COD
2817,160,01-27-24,01-28-24,Express,UPI
2818,359,11-25-24,12-01-24,Standard,Card
2819,143,05-03-24,05-10-24,Express,COD
2820,895,08-18-22,08-19-22,Same Day,Net Banking
2821,647,10-21-23,10-27-23,Standard,UPI
2822,471,12-22-22,12-23-22,Same Day,COD
2823,542,06-26-24,06-27-24,Express,UPI
2824,587,04-18-24,04-20-24,Express,Net Banking
2825,427,08-30-23,09-04-23,Same Day,Card
2826,238,08-26-24,08-30-24,Express,UPI
2827,987,12-14-23,12-17-23,Express,Net Banking
2828,464,04-28-23,05-04-23,Same Day,Wallet
2829,107,07-12-22,07-19-22,Same Day,UPI
2830,242,05-31-23,06-03-23,Express,UPI
2831,833,04-01-24,04-06-24,Express,Card
2832,606,01-10-23,01-12-23,Express,Net Banking
2833,613,08-31-23,09-07-23,Standard,COD
2834,639,06-01-24,06-08-24,Same Day,UPI
2835,682,05-22-22,05-28-22,Standard,UPI
2836,199,05-12-24,05-16-24,Express,Card
2837,585,11-17-23,11-19-23,Standard,UPI
2838,125,10-01-22,10-06-22,Express,COD
2839,748,11-15-24,11-16-24,Same Day,COD
2840,589,11-22-24,11-24-24,Same Day,UPI
2841,380,02-04-23,02-07-23,Standard,COD
2842,867,03-02-23,03-08-23,Same Day,Net Banking
2843,196,08-28-22,09-04-22,Standard,COD
2844,117,05-30-23,06-06-23,Same Day,UPI
2845,927,05-22-22,05-25-22,Same Day,UPI
2846,554,03-18-22,03-22-22,Standard,Wallet
2847,364,11-20-22,11-27-22,Standard,COD
2848,449,08-04-22,08-07-22,Express,UPI
2849,658,05-26-22,05-28-22,Standard,Net Banking
2850,43,08-08-22,08-13-22,Express,Net Banking
2851,997,01-29-22,02-05-22,Same Day,Net Banking
2852,256,05-07-22,05-14-22,Express,Net Banking
2853,750,07-30-23,08-04-23,Standard,Net Banking
2854,942,06-20-22,06-26-22,Same Day,Wallet
2855,217,09-07-22,09-08-22,Same Day,Card
2856,156,11-22-22,11-26-22,Express,Card
2857,53,04-19-24,04-23-24,Same Day,UPI
2858,28,04-28-23,05-04-23,Same Day,Card
2859,364,02-11-23,02-15-23,Same Day,Card
2860,420,03-08-24,03-14-24,Same Day,UPI
2861,376,01-18-22,01-23-22,Standard,Card
2862,230,11-15-22,11-21-22,Express,COD
2863,159,06-07-24,06-13-24,Standard,COD
2864,224,10-16-23,10-18-23,Express,COD
2865,787,04-12-22,04-14-22,Same Day,Net Banking
2866,888,02-03-24,02-04-24,Same Day,UPI
2867,557,01-10-24,01-17-24,Express,Wallet
2868,178,06-13-23,06-20-23,Standard,Card
2869,812,02-16-23,02-20-23,Standard,COD
2870,274,09-03-22,09-05-22,Standard,UPI
2871,490,12-18-23,12-23-23,Same Day,Wallet
2872,155,06-20-23,06-25-23,Standard,Wallet
2873,447,12-03-22,12-05-22,Same Day,Wallet
2874,773,09-04-23,09-11-23,Express,Wallet
2875,80,01-07-24,01-14-24,Same Day,Wallet
2876,182,04-21-22,04-25-22,Standard,Net Banking
2877,471,12-11-23,12-12-23,Standard,Card
2878,139,12-05-22,12-07-22,Express,COD
2879,123,11-04-23,11-08-23,Express,Net Banking
2880,533,01-13-23,01-14-23,Express,Wallet
2881,718,10-18-23,10-23-23,Same Day,Wallet
2882,636,08-10-24,08-11-24,Standard,COD
2883,184,08-29-23,09-05-23,Express,Card
2884,706,08-17-24,08-21-24,Express,Net Banking
2885,475,01-12-22,01-16-22,Express,Card
2886,268,08-04-23,08-09-23,Express,Wallet
2887,177,11-05-23,11-09-23,Standard,Net Banking
2888,309,05-13-22,05-14-22,Express,Net Banking
2889,485,03-23-23,03-26-23,Same Day,Wallet
2890,929,10-14-22,10-19-22,Standard,UPI
2891,767,12-26-24,12-27-24,Express,COD
2892,994,02-09-22,02-14-22,Express,Wallet
2893,963,06-14-24,06-19-24,Express,Card
2894,309,02-07-22,02-12-22,Standard,Net Banking
2895,484,07-08-22,07-14-22,Standard,Net Banking
2896,105,06-02-24,06-04-24,Same Day,Net Banking
2897,435,08-29-24,09-05-24,Express,Card
2898,857,06-18-24,06-22-24,Same Day,Card
2899,637,03-31-22,04-01-22,Standard,UPI
2900,266,05-16-22,05-21-22,Express,Wallet
2901,311,01-19-22,01-24-22,Express,Card
2902,474,06-25-22,07-01-22,Express,Card
2903,319,09-25-22,10-02-22,Express,Net Banking
2904,336,04-11-23,04-13-23,Express,UPI
2905,485,03-06-22,03-10-22,Standard,UPI
2906,298,05-03-22,05-10-22,Same Day,COD
2907,990,02-25-24,02-28-24,Same Day,Wallet
2908,679,09-05-24,09-11-24,Standard,UPI
2909,521,03-25-23,03-27-23,Same Day,Net Banking
2910,682,11-25-24,12-01-24,Standard,UPI
2911,913,02-18-22,02-25-22,Standard,UPI
2912,879,07-26-24,08-02-24,Same Day,Wallet
2913,585,12-04-24,12-10-24,Standard,COD
2914,73,07-17-24,07-19-24,Express,Wallet
2915,890,06-21-23,06-24-23,Express,Card
2916,428,07-19-23,07-21-23,Same Day,COD
2917,760,06-03-22,06-07-22,Standard,COD
2918,883,11-02-24,11-04-24,Same Day,COD
2919,481,06-28-23,07-03-23,Same Day,Wallet
2920,401,12-31-23,01-04-24,Standard,Net Banking
2921,107,04-20-24,04-23-24,Same Day,Wallet
2922,396,08-12-23,08-15-23,Same Day,UPI
2923,34,10-11-22,10-17-22,Express,UPI
2924,328,10-12-23,10-15-23,Express,Card
2925,139,10-26-24,11-02-24,Same Day,COD
2926,981,12-27-24,01-02-25,Standard,Wallet
2927,29,10-19-23,10-21-23,Express,COD
2928,140,03-22-24,03-26-24,Standard,COD
2929,720,11-01-23,11-02-23,Same Day,Net Banking
2930,669,12-12-22,12-15-22,Express,Net Banking
2931,701,06-24-24,06-27-24,Standard,Net Banking
2932,265,12-06-23,12-13-23,Same Day,UPI
2933,265,05-04-23,05-07-23,Same Day,Net Banking
2934,848,03-17-23,03-23-23,Express,Wallet
2935,269,08-21-24,08-27-24,Standard,Card
2936,814,02-24-22,02-27-22,Standard,Card
2937,886,04-07-22,04-10-22,Express,COD
2938,834,06-26-22,07-01-22,Express,Card
2939,234,03-01-24,03-05-24,Standard,UPI
2940,377,11-03-24,11-07-24,Same Day,Card
2941,234,05-30-22,05-31-22,Express,COD
2942,146,05-16-24,05-23-24,Express,Net Banking
2943,87,06-27-23,07-02-23,Express,Wallet
2944,892,02-16-23,02-18-23,Same Day,Wallet
2945,548,05-09-22,05-12-22,Express,COD
2946,162,11-26-24,12-01-24,Standard,Net Banking
2947,397,12-19-23,12-24-23,Standard,COD
2948,792,07-16-22,07-17-22,Express,COD
2949,216,06-25-23,07-01-23,Express,Net Banking
2950,807,07-08-22,07-11-22,Same Day,Wallet
2951,262,12-27-24,01-02-25,Standard,COD
2952,293,03-09-23,03-13-23,Same Day,COD
2953,547,02-21-24,02-27-24,Same Day,Card
2954,104,12-14-24,12-17-24,Same Day,COD
2955,161,01-11-24,01-16-24,Standard,UPI
2956,149,11-24-24,11-28-24,Same Day,COD
2957,218,04-18-23,04-21-23,Standard,Net Banking
2958,793,03-20-23,03-23-23,Express,Card
2959,942,07-23-23,07-30-23,Express,COD
2960,907,10-17-23,10-20-23,Same Day,Card
2961,372,05-01-22,05-07-22,Same Day,COD
2962,443,03-30-24,04-04-24,Same Day,Net Banking
2963,489,03-21-23,03-23-23,Same Day,Net Banking
2964,83,01-11-23,01-13-23,Express,COD
2965,502,09-25-24,09-29-24,Same Day,Card
2966,788,03-29-24,03-31-24,Standard,Wallet
2967,1000,06-30-22,07-01-22,Same Day,COD
2968,596,11-03-24,11-06-24,Express,UPI
2969,208,11-23-24,11-24-24,Express,Wallet
2970,67,03-28-23,03-29-23,Express,Net Banking
2971,190,09-01-22,09-06-22,Same Day,Wallet
2972,400,06-14-23,06-17-23,Express,Wallet
2973,243,10-04-23,10-06-23,Express,Wallet
2974,515,03-01-24,03-07-24,Same Day,Wallet
2975,265,07-29-22,08-05-22,Standard,COD
2976,344,05-09-22,05-14-22,Same Day,Wallet
2977,738,10-02-24,10-06-24,Express,Wallet
2978,319,12-18-22,12-22-22,Standard,Net Banking
2979,65,07-31-23,08-02-23,Standard,COD
2980,330,10-13-24,10-19-24,Same Day,COD
2981,698,07-18-22,07-25-22,Standard,Card
2982,703,10-26-23,10-31-23,Express,COD
2983,40,04-28-23,04-29-23,Same Day,Card
2984,259,03-29-22,04-04-22,Express,UPI
2985,538,05-28-24,06-02-24,Same Day,Card
2986,209,11-27-22,11-28-22,Same Day,COD
2987,471,05-14-22,05-18-22,Same Day,Card
2988,128,10-04-22,10-09-22,Express,UPI
2989,261,12-05-23,12-09-23,Same Day,COD
2990,387,04-07-23,04-12-23,Standard,COD
2991,185,06-01-22,06-06-22,Standard,Wallet
2992,793,11-30-23,12-07-23,Express,Net Banking
2993,501,09-23-23,09-24-23,Same Day,COD
2994,37,01-25-24,01-27-24,Standard,Wallet
2995,156,03-26-23,03-31-23,Express,UPI
2996,512,11-24-23,11-28-23,Express,Card
2997,568,05-18-24,05-19-24,Express,Net Banking
2998,730,02-11-23,02-18-23,Express,UPI
2999,195,03-16-23,03-19-23,Standard,Net Banking
3000,510,01-03-23,01-05-23,Same Day,Wallet
3001,60,07-21-22,07-27-22,Same Day,Net Banking
3002,972,08-14-23,08-21-23,Standard,Net Banking
3003,344,07-30-24,08-01-24,Same Day,Wallet
3004,706,06-11-22,06-12-22,Standard,COD
3005,735,10-13-24,10-18-24,Express,COD
3006,297,10-01-23,10-07-23,Express,Card
3007,677,12-29-24,01-02-25,Express,COD
3008,386,01-20-22,01-21-22,Express,COD
3009,456,05-30-24,06-06-24,Same Day,Wallet
3010,535,04-22-22,04-23-22,Express,Net Banking
3011,80,09-17-22,09-22-22,Same Day,Net Banking
3012,427,02-14-24,02-20-24,Standard,Card
3013,910,10-18-23,10-21-23,Same Day,Wallet
3014,815,06-28-22,07-04-22,Express,Card
3015,520,03-27-23,03-30-23,Standard,Card
3016,174,04-29-23,04-30-23,Standard,COD
3017,17,11-11-24,11-15-24,Standard,UPI
3018,195,12-03-23,12-09-23,Same Day,COD
3019,99,03-05-24,03-09-24,Express,Net Banking
3020,37,04-10-23,04-12-23,Express,Net Banking
3021,747,08-22-24,08-23-24,Standard,COD
3022,824,09-12-23,09-13-23,Standard,COD
3023,634,02-26-24,02-29-24,Express,Card
3024,70,05-28-24,06-01-24,Same Day,Net Banking
3025,777,10-25-23,10-26-23,Same Day,Net Banking
3026,876,05-10-23,05-11-23,Express,Wallet
3027,476,01-21-22,01-27-22,Same Day,UPI
3028,923,11-22-24,11-29-24,Express,UPI
3029,21,06-13-23,06-16-23,Standard,Wallet
3030,881,06-24-23,06-29-23,Standard,UPI
3031,132,01-09-23,01-16-23,Express,UPI
3032,359,03-04-23,03-06-23,Standard,Net Banking
3033,529,06-12-22,06-17-22,Same Day,Net Banking
3034,996,06-24-22,06-29-22,Express,UPI
3035,22,08-09-22,08-10-22,Same Day,Net Banking
3036,655,11-05-23,11-12-23,Same Day,Net Banking
3037,835,11-26-24,12-02-24,Express,Net Banking
3038,7,03-18-24,03-23-24,Standard,COD
3039,567,06-23-24,06-24-24,Standard,UPI
3040,188,07-22-24,07-25-24,Standard,Card
3041,575,02-15-23,02-20-23,Standard,Net Banking
3042,768,02-28-23,03-05-23,Express,Net Banking
3043,76,10-04-24,10-05-24,Express,Wallet
3044,103,04-13-22,04-20-22,Standard,UPI
3045,842,01-13-23,01-15-23,Standard,Card
3046,403,02-04-23,02-06-23,Standard,Wallet
3047,243,10-11-23,10-17-23,Express,Net Banking
3048,691,09-23-22,09-25-22,Standard,Card
3049,92,03-22-24,03-24-24,Standard,COD
3050,161,04-01-23,04-02-23,Standard,Wallet
3051,728,01-22-24,01-27-24,Standard,COD
3052,237,03-04-24,03-10-24,Standard,Card
3053,710,08-21-23,08-23-23,Same Day,UPI
3054,690,12-26-23,01-01-24,Express,Wallet
3055,611,04-10-23,04-17-23,Same Day,Card
3056,524,05-07-23,05-12-23,Same Day,Net Banking
3057,924,05-13-24,05-17-24,Same Day,Card
3058,12,03-07-23,03-13-23,Standard,COD
3059,460,04-11-24,04-12-24,Express,Wallet
3060,493,09-05-22,09-11-22,Express,Net Banking
3061,550,12-29-23,01-01-24,Express,UPI
3062,256,06-27-23,06-28-23,Standard,COD
3063,216,05-01-23,05-04-23,Express,Card
3064,572,10-05-23,10-07-23,Standard,Card
3065,429,09-26-23,09-28-23,Same Day,Wallet
3066,968,11-10-24,11-11-24,Standard,Wallet
3067,78,10-19-24,10-20-24,Standard,Card
3068,910,05-06-24,05-11-24,Same Day,COD
3069,47,05-05-24,05-11-24,Standard,Wallet
3070,341,04-17-22,04-22-22,Same Day,COD
3071,362,12-05-24,12-11-24,Standard,Net Banking
3072,971,07-29-24,08-01-24,Standard,COD
3073,771,09-01-23,09-04-23,Express,COD
3074,837,09-08-23,09-15-23,Standard,Card
3075,966,04-10-22,04-12-22,Same Day,COD
3076,473,01-10-22,01-14-22,Standard,COD
3077,493,06-25-22,07-01-22,Standard,Net Banking
3078,366,04-19-24,04-20-24,Express,Card
3079,307,08-16-22,08-22-22,Same Day,Wallet
3080,788,04-07-23,04-11-23,Standard,Card
3081,147,12-11-22,12-14-22,Express,Card
3082,542,02-11-22,02-16-22,Same Day,Net Banking
3083,45,04-16-22,04-18-22,Express,Wallet
3084,549,02-27-24,03-02-24,Express,Card
3085,127,12-14-23,12-17-23,Same Day,Wallet
3086,395,02-11-22,02-12-22,Same Day,Wallet
3087,875,01-25-23,02-01-23,Standard,Net Banking
3088,909,07-12-24,07-16-24,Standard,Card
3089,437,08-08-22,08-15-22,Same Day,Net Banking
3090,356,12-14-22,12-19-22,Same Day,COD
3091,425,12-19-22,12-21-22,Express,Wallet
3092,546,11-26-24,12-02-24,Standard,UPI
3093,85,04-23-23,04-27-23,Same Day,Net Banking
3094,270,03-03-22,03-09-22,Standard,Card
3095,200,02-02-22,02-04-22,Standard,Wallet
3096,698,03-10-24,03-17-24,Express,Net Banking
3097,322,10-04-23,10-08-23,Standard,Net Banking
3098,732,08-10-22,08-13-22,Standard,Card
3099,833,04-15-24,04-21-24,Express,Card
3100,825,01-15-23,01-18-23,Same Day,UPI
3101,282,04-08-23,04-15-23,Standard,Card
3102,511,03-13-23,03-17-23,Same Day,COD
3103,929,01-22-22,01-28-22,Same Day,COD
3104,846,12-31-22,01-04-23,Standard,COD
3105,441,07-18-24,07-24-24,Express,Card
3106,673,10-09-24,10-11-24,Same Day,Net Banking
3107,781,06-15-24,06-16-24,Express,UPI
3108,566,05-21-22,05-27-22,Express,Net Banking
3109,502,05-10-24,05-11-24,Express,Wallet
3110,724,01-15-22,01-21-22,Standard,Net Banking
3111,887,12-31-22,01-05-23,Standard,COD
3112,681,04-09-22,04-15-22,Same Day,UPI
3113,620,03-20-23,03-27-23,Express,COD
3114,132,01-19-22,01-23-22,Standard,Wallet
3115,324,06-03-24,06-09-24,Express,UPI
3116,556,08-03-24,08-06-24,Same Day,Card
3117,402,01-17-23,01-18-23,Same Day,Net Banking
3118,937,12-02-23,12-05-23,Express,UPI
3119,358,12-29-22,01-04-23,Express,Net Banking
3120,848,10-05-22,10-09-22,Standard,Net Banking
3121,609,06-05-22,06-08-22,Express,Wallet
3122,219,05-14-23,05-16-23,Express,COD
3123,103,05-29-24,05-31-24,Same Day,Wallet
3124,797,01-15-24,01-16-24,Express,Net Banking
3125,937,10-01-24,10-05-24,Express,UPI
3126,781,02-14-22,02-18-22,Express,COD
3127,575,07-30-24,08-03-24,Express,Card
3128,154,09-17-24,09-22-24,Standard,COD
3129,284,06-02-23,06-05-23,Express,Card
3130,376,07-19-23,07-21-23,Express,UPI
3131,976,04-24-23,04-28-23,Express,UPI
3132,744,08-27-23,08-30-23,Express,COD
3133,910,10-25-24,10-28-24,Same Day,UPI
3134,825,02-10-24,02-17-24,Standard,Card
3135,681,01-19-23,01-21-23,Same Day,UPI
3136,330,06-07-22,06-10-22,Express,UPI
3137,912,06-27-24,06-30-24,Same Day,UPI
3138,214,06-03-23,06-07-23,Same Day,UPI
3139,95,11-25-24,11-27-24,Standard,Wallet
3140,281,11-20-22,11-23-22,Standard,Card
3141,479,12-03-24,12-08-24,Standard,COD
3142,796,11-24-24,11-30-24,Express,COD
3143,660,09-19-22,09-21-22,Standard,Card
3144,953,09-06-24,09-09-24,Same Day,Card
3145,796,03-31-23,04-04-23,Express,COD
3146,227,10-18-23,10-24-23,Same Day,Net Banking
3147,87,05-21-24,05-26-24,Same Day,Net Banking
3148,54,06-24-24,06-27-24,Standard,COD
3149,188,10-29-22,11-04-22,Express,UPI
3150,50,02-20-24,02-25-24,Same Day,Wallet
3151,132,11-24-23,11-27-23,Same Day,Wallet
3152,203,04-29-22,05-01-22,Standard,Card
3153,123,05-10-22,05-12-22,Standard,Card
3154,967,05-28-24,06-03-24,Express,COD
3155,485,02-04-23,02-07-23,Same Day,COD
3156,814,04-10-24,04-17-24,Express,Card
3157,387,09-25-22,10-02-22,Same Day,Net Banking
3158,991,03-17-24,03-19-24,Express,COD
3159,631,07-31-24,08-07-24,Express,Card
3160,957,06-26-23,07-03-23,Express,Net Banking
3161,801,04-26-24,04-29-24,Standard,COD
3162,403,08-26-22,08-31-22,Same Day,Net Banking
3163,186,09-21-23,09-22-23,Same Day,COD
3164,761,03-08-24,03-14-24,Standard,UPI
3165,934,10-11-22,10-12-22,Same Day,Card
3166,209,03-18-22,03-22-22,Standard,Net Banking
3167,702,02-10-24,02-12-24,Same Day,Card
3168,207,05-31-22,06-05-22,Express,Card
3169,258,04-22-23,04-24-23,Same Day,UPI
3170,743,08-01-24,08-07-24,Express,COD
3171,826,09-01-23,09-02-23,Same Day,UPI
3172,808,08-20-23,08-26-23,Same Day,Wallet
3173,402,02-13-22,02-19-22,Standard,Card
3174,926,09-13-24,09-18-24,Same Day,Net Banking
3175,149,11-24-23,11-30-23,Same Day,UPI
3176,186,03-05-23,03-08-23,Standard,UPI
3177,675,01-28-23,01-31-23,Standard,UPI
3178,647,09-30-23,10-03-23,Express,Net Banking
3179,315,03-16-24,03-20-24,Express,Wallet
3180,35,07-22-24,07-29-24,Express,UPI
3181,296,03-27-24,03-28-24,Same Day,COD
3182,318,08-21-24,08-28-24,Express,UPI
3183,989,01-11-24,01-18-24,Express,Net Banking
3184,612,01-09-24,01-12-24,Standard,Card
3185,786,03-25-23,03-28-23,Standard,Wallet
3186,286,05-19-24,05-25-24,Same Day,Net Banking
3187,544,02-05-23,02-07-23,Standard,Wallet
3188,862,06-14-24,06-17-24,Same Day,Card
3189,140,08-10-22,08-12-22,Standard,UPI
3190,270,04-01-22,04-07-22,Standard,Wallet
3191,261,08-02-22,08-05-22,Same Day,COD
3192,115,07-15-24,07-18-24,Same Day,Wallet
3193,790,05-07-24,05-13-24,Same Day,COD
3194,650,04-02-22,04-04-22,Express,UPI
3195,612,11-14-23,11-21-23,Same Day,UPI
3196,964,07-31-23,08-07-23,Standard,Wallet
3197,253,06-09-22,06-13-22,Express,UPI
3198,90,12-10-24,12-17-24,Express,Card
3199,291,03-09-23,03-12-23,Standard,Net Banking
3200,716,03-06-23,03-12-23,Express,COD
3201,889,05-09-22,05-14-22,Express,Net Banking
3202,489,07-27-23,07-30-23,Standard,Card
3203,937,06-29-24,07-02-24,Same Day,UPI
3204,384,01-01-23,01-08-23,Standard,Card
