order_detail_id,order_id,product_id,quantity,discount,sales,cost,profit
3823,4884,125,5,5,18745.2,10325.05,8420.15
3824,729,431,3,20,24757.48,18486.9,6270.58
3825,3382,373,1,15,6139.98,3686.72,2453.26
3826,612,390,3,30,16631.97,11933.59,-600.38
3827,3407,451,3,10,1272.79,700.96,571.83
3828,8181,532,4,5,13358.65,10578.97,2779.68
3829,7644,504,5,10,17134.13,15465.91,1668.22
3830,2948,443,4,15,21988.35,17274.71,4713.64
3831,8267,58,2,20,9455.82,8160.78,1295.04
3832,7876,29,5,10,3569.23,2582.24,986.99
3833,902,91,1,5,11162.03,9807.16,1354.87
3834,8698,243,4,30,5417.09,4836.57,580.52
3835,8391,267,3,20,2609.89,2329.35,280.54
3836,7067,405,5,15,16947.38,10923.75,6023.63
3837,3075,346,3,0,20852.67,12638.88,8213.79
3838,104,197,4,15,5253.13,3844.13,1409
3839,2907,348,1,5,23136.52,16070.17,7066.35
3840,9971,107,4,15,9649.73,8193.53,1456.2
3841,2764,564,3,10,6301,4000.72,2300.28
3842,7099,584,5,10,11527.09,7922.42,3604.67
3843,2463,140,1,5,17892.06,11952.92,5939.14
3844,7227,571,1,15,4744.83,3536.91,1207.92
3845,8991,400,4,5,1698.41,1456.47,241.94
3846,5975,556,2,30,15877.89,11613.57,-358.04
3847,6150,239,2,20,2390.83,1822.09,568.74
3848,9917,344,5,0,11067.65,10299.04,768.61
3849,4463,545,5,10,5715.22,4101.98,1613.24
3850,3456,466,3,30,21152.31,14565.56,6586.75
3851,9238,557,2,10,9455.8,7567.83,1887.97
3852,3779,81,4,0,5461.35,3488.18,1973.17
3853,3551,531,5,0,18115.49,9968.12,8147.37
3854,3552,16,2,20,19991.86,12040.89,7950.97
3855,8828,465,1,15,13189.47,9455.35,3734.12
3856,9840,397,2,15,20996.64,14245.17,6751.47
3857,6807,286,2,15,11200.51,8214.13,2986.38
3858,4649,444,5,5,8120.55,7067.73,1052.82
3859,1907,501,2,0,14112.94,9139.49,4973.45
3860,1029,541,3,30,15757.56,11801.52,3956.04
3861,4912,143,2,5,20187.52,13615.96,6571.56
3862,7800,353,4,0,19929.37,15406.87,4522.5
3863,4663,165,3,10,7065.03,5751.9,1313.13
3864,6841,352,1,30,3515.33,2058.87,1456.46
3865,1096,447,5,15,9181.4,5901.31,3280.09
3866,3089,481,5,30,11193.09,9317.68,1875.41
3867,4957,60,1,10,5412.21,4063.94,1348.27
3868,2718,516,2,20,5672.81,4985.47,687.34
3869,9818,75,3,15,22424.07,15298.1,7125.97
3870,584,430,2,20,10228.6,7762.67,2465.93
3871,493,300,3,5,21347.82,12052.65,9295.17
3872,1324,4,1,20,6862.98,4754.57,-720.19
3873,8585,595,2,0,21883.26,12364.97,9518.29
3874,4675,413,3,0,21467.44,16878.11,4589.33
3875,8491,373,2,30,3555.87,2455.44,1100.43
3876,9996,265,2,10,17530.96,14738.67,2792.29
3877,4835,260,3,30,15344.93,10842.77,4502.16
3878,5163,2,2,20,20005.1,13585.59,-227.93
3879,6369,349,4,0,16710.69,13446.21,3264.48
3880,8375,418,5,15,9518.98,5374.1,4144.88
3881,4531,568,1,30,20217.13,13215.62,7001.51
3882,8458,294,2,15,3198.24,2669.5,528.74
3883,5596,466,1,5,737.94,673.41,64.53
3884,3975,258,2,0,24889.98,19382.97,5507.01
3885,8188,101,2,5,19446.96,14573.79,4873.17
3886,8420,138,4,5,12465.69,8150.54,4315.15
3887,3083,457,3,5,13117.63,11762.82,1354.81
3888,9564,446,5,10,4809.21,3294.35,1514.86
3889,7626,216,5,20,8126.12,5912.63,2213.49
3890,9906,287,5,0,20462.11,17995.61,2466.5
3891,3917,258,1,30,7385.95,5963.43,-71.73
3892,3080,369,3,20,16554.71,14213.87,2340.84
3893,3436,29,3,5,11960.83,8798.72,3162.11
3894,7159,491,4,20,1684.92,1287.32,397.6
3895,9819,539,3,15,5165.52,3522.4,1643.12
3896,7984,503,3,5,12272.01,11374.94,897.07
3897,3184,531,4,20,14460.93,12061.78,2399.15
3898,7608,190,2,30,5912.82,5225.9,686.92
3899,3717,25,5,0,14619.19,10588.83,4030.36
3900,7164,521,5,30,16176.1,12445.15,3730.95
3901,467,13,4,0,7085.83,5781.71,1304.12
3902,1084,102,4,20,698.69,624.88,-395.8
3903,2939,212,3,5,19249.15,17410.13,1839.02
3904,5996,284,5,30,6437.24,4830.5,1606.74
3905,9041,580,5,10,16792.64,12799.4,3993.24
3906,385,259,2,15,23231.57,18169.96,5061.61
3907,2044,339,3,20,3367.48,2144.16,-638.47
3908,7138,329,4,20,6804.29,5798.81,1005.48
3909,8255,190,2,30,20115.77,15364.06,4751.71
3910,2570,473,2,20,1791,1327.45,463.55
3911,9845,538,5,20,15009.07,9164.5,5844.57
3912,9086,486,1,20,11292.19,8345.8,2946.39
3913,2310,475,5,10,5158.98,4808.5,350.48
3914,2120,439,4,5,16531.98,10199.92,6332.06
3915,8487,501,3,15,1231.06,902.73,328.33
3916,6633,87,3,10,3083.22,2525.99,557.23
3917,826,235,3,15,15475.48,12960.53,2514.95
3918,8834,358,1,0,666.27,446.04,220.23
3919,9995,569,2,15,19314.74,12939.56,6375.18
3920,8032,238,5,15,15496.06,14263.41,1232.65
3921,1433,273,2,30,694.64,530.37,164.27
3922,6676,363,2,10,8076.69,4764.09,3312.6
3923,993,294,5,5,4495.65,3886.32,609.33
3924,430,281,5,5,2122.66,1256.23,866.43
3925,2450,341,3,30,23482.1,14072.13,-399.58
3926,6497,523,4,10,14530.81,9479.47,5051.34
3927,6802,79,2,15,604.86,408.18,196.68
3928,832,113,4,15,19781.97,11617.03,8164.94
3929,1818,581,1,0,7151.58,5802.4,1349.18
3930,7956,408,2,30,2090.04,1478.53,611.51
3931,8005,132,2,0,2809.67,1881.22,928.45
3932,2679,144,3,10,20472.52,17283.12,3189.4
3933,1358,17,2,10,688.81,578.83,109.98
3934,1622,194,1,20,18947.17,16594.37,2352.8
3935,4747,216,3,5,6770.31,4500.28,2270.03
3936,8265,273,3,5,2433.42,1982.04,451.38
3937,2906,482,5,0,9894.3,7907.48,1986.82
3938,1732,425,2,10,16402.51,15306.73,1095.78
3939,8038,455,1,10,23959.26,14625.52,9333.74
3940,7586,194,5,10,2875.17,2235.27,639.9
3941,9953,246,5,20,11260.9,9197.16,2063.74
3942,622,83,1,30,3837.02,2969.99,-277.51
3943,3741,179,2,10,8313.82,4920.95,3392.87
3944,5421,257,5,10,17049.94,10943.21,6106.73
3945,3050,247,4,20,5508.45,4466.84,-569.07
3946,731,574,3,5,347.14,215.18,131.96
3947,3300,404,5,15,12330.26,10566.54,1763.72
3948,3,174,2,30,12321.54,7722.58,4598.96
3949,7986,593,2,15,19892.17,16083.42,3808.75
3950,535,449,1,20,20147.75,17713.57,2434.18
3951,25,350,3,5,21457.06,20170.34,1286.72
3952,6953,172,4,0,8738.34,7341.71,1396.63
3953,1271,221,2,15,15419.39,13284,2135.39
3954,2318,322,3,15,23832.64,22187.3,1645.34
3955,5310,58,1,30,1239.27,912.94,326.33
3956,2794,338,4,30,23020.55,15826.97,7193.58
3957,7921,61,1,5,15252.56,10500.27,4752.29
3958,9173,22,2,20,13410.32,11197.09,-793.32
3959,6119,469,4,15,16796.47,15577.56,1218.91
3960,43,345,4,30,965.91,909.64,-370.96
3961,3942,54,4,10,21073.29,14588.43,6484.86
3962,2173,229,4,30,20177.34,11392.39,8784.95
3963,2425,142,2,10,8856.96,7253.74,1603.22
3964,6629,267,2,20,5910.69,3794.33,2116.36
3965,513,287,5,30,12257.72,7086.25,5171.47
3966,6585,430,2,30,22103.81,15619.97,6483.84
3967,9916,100,3,15,17750.13,15064.98,2685.15
3968,5652,579,2,5,10877.17,6612.84,4264.33
3969,6335,143,3,30,8631.38,6633.95,1997.43
3970,8265,496,1,30,13618.3,9249.3,4369
3971,4065,437,5,30,16081.89,13815.19,2266.7
3972,238,29,3,30,21074.9,14443.89,6631.01
3973,4408,536,3,30,19736.07,18541.3,-616.9
3974,4965,445,4,15,14637.86,11904.01,2733.85
3975,4287,416,2,10,15565,8880.22,6684.78
3976,3119,593,3,5,7194.2,6361.26,832.94
3977,4946,90,5,10,12252.32,9504.13,2748.19
3978,7000,515,2,20,14631.67,13094.41,1537.26
3979,3259,330,2,15,4712.71,3461.78,1250.93
3980,5065,312,3,30,11944.66,9273.55,2671.11
3981,6329,24,5,10,2502.8,1903.22,599.58
3982,2123,502,2,5,1779.88,1352.72,427.16
3983,1740,333,1,20,4300.71,2489.16,1811.55
3984,2547,550,3,0,19527.74,11635.42,7892.32
3985,4940,95,2,10,24891.63,19416.8,5474.83
3986,6913,410,3,0,16675.28,15591.43,1083.85
3987,6669,498,5,20,12580.94,7449.04,-650.81
3988,7809,314,4,20,21225.96,19600.81,1625.15
3989,7704,536,4,0,17102.84,13950.74,3152.1
3990,1341,431,5,0,15653.82,12320.09,3333.73
3991,5583,142,5,15,22915.93,13785.38,9130.55
3992,4672,387,4,10,13060.18,10314.83,2745.35
3993,2536,433,3,10,12354.15,9079.39,3274.76
3994,8642,66,3,20,2117.06,1319.58,797.48
3995,8193,347,1,10,1279.58,993.76,285.82
3996,5046,421,5,15,11025.08,7663.54,3361.54
3997,9924,483,2,30,13116.79,8316,4800.79
3998,2525,467,5,30,20694.46,17900.18,2794.28
3999,5352,406,3,5,15325.84,10718.7,4607.14
4000,2524,160,5,30,17929.64,14040.25,3889.39
4001,9932,290,4,0,13717.5,10865.21,2852.29
4002,9209,493,1,30,16351.98,11913.86,-90.49
4003,6640,298,2,30,3969.05,3748.9,-402.88
4004,9116,75,5,15,13516.12,10262.21,3253.91
4005,1835,556,5,10,4943.43,3238.57,1704.86
4006,7978,422,3,10,20124.66,12385.7,7738.96
4007,9327,223,3,30,20314.43,11419.31,-506.41
4008,8573,479,3,0,20798.67,12036.06,8762.61
4009,2233,277,5,10,5063.97,4596.71,467.26
4010,6100,322,4,30,3872.11,2799.16,1072.95
4011,3487,492,2,0,1164.53,1040.76,123.77
4012,6704,513,3,0,4383.2,2810.51,1572.69
4013,9033,360,2,5,15701.02,10877.32,4823.7
4014,2549,41,4,5,16369.42,10860.11,5509.31
4015,6526,402,1,30,18679.86,12734.58,-791.08
4016,7235,191,1,20,5237.28,4612.49,624.79
4017,1883,293,2,5,9822.03,6038.62,3783.41
4018,9273,39,5,30,2870.03,2027.54,842.49
4019,8948,461,3,0,7535.07,5846.04,1689.03
4020,4353,183,3,20,6085.52,3816.17,2269.35
4021,3735,367,5,5,22105.4,15196.01,6909.39
4022,5796,455,2,20,17875.06,11872.79,6002.27
4023,8314,452,4,30,6691.38,4064.25,2627.13
4024,1708,553,4,20,2231.29,1307.13,924.16
4025,9061,435,3,20,21887.01,13296.59,-318.5
4026,526,66,4,5,17753.94,13185.27,4568.67
4027,9316,530,4,20,5814.41,4603.21,1211.2
4028,3692,20,2,5,23904.28,17360.93,6543.35
4029,1300,245,5,0,24258.11,22633.26,1624.85
4030,2122,411,1,0,19792.04,12762.17,7029.87
4031,1128,281,3,15,17722.04,11451.37,6270.67
4032,2488,516,1,30,3038.99,2188.35,850.64
4033,1597,460,4,15,15390.51,11053.58,4336.93
4034,868,185,5,5,15607.78,12090.61,3517.17
4035,4654,158,1,0,5367,3214.56,2152.44
4036,4776,263,2,30,6415.85,5667.84,-187.98
4037,2887,71,2,0,21066.09,16654.45,4411.64
4038,5522,552,5,15,12460.52,8153.47,4307.05
4039,9322,26,2,5,18500.84,10781.58,7719.26
4040,233,228,5,30,16700.52,14405.93,-626.25
4041,6487,69,3,15,12437.15,8002.37,4434.78
4042,9862,204,2,10,8866.99,5543.36,3323.63
4043,6827,20,1,15,9916.85,5634.1,4282.75
4044,4790,213,1,30,4312.29,2590.56,-123.76
4045,7870,509,4,5,17755.2,12006.15,5749.05
4046,1813,336,4,10,3917.49,2856.72,1060.77
4047,3414,93,5,5,9183.36,5510.07,3673.29
4048,5854,162,4,20,19479.87,11390.78,8089.09
4049,5884,575,1,20,7105.45,5075.17,-203.74
4050,7680,171,3,10,4130.45,3696.87,433.58
4051,8832,559,1,0,18341.2,11832.05,6509.15
4052,8396,193,5,20,1918.01,1565.99,352.02
4053,9618,375,5,15,3323.19,2719.37,603.82
4054,3878,277,1,5,8965.5,5410.63,3554.87
4055,4053,503,1,20,20947.94,14835.06,6112.88
4056,7342,194,1,5,24854.64,18737.04,6117.6
4057,6865,332,1,10,14101.34,11660.36,2440.98
4058,8729,133,2,15,11163.69,8089.2,3074.49
4059,1666,122,1,0,15858.74,9444.69,6414.05
4060,990,132,4,0,9335.94,5525.38,3810.56
4061,8783,53,1,20,16440.93,11923.14,4517.79
4062,5842,441,4,30,23196.6,21249.52,-103.91
4063,376,179,3,30,10827.42,8597.94,2229.48
4064,7901,472,2,30,5957.33,5520.36,436.97
4065,6214,436,5,10,12777.78,11202.7,1575.08
4066,2330,97,4,5,10981.37,6261.33,4720.04
4067,3462,294,1,30,3084.31,1706.2,1378.11
4068,9716,388,5,30,20454.44,12749.99,-529.68
4069,9550,209,1,0,19150.06,17888.02,1262.04
4070,7298,246,4,0,19597.6,14642.52,4955.08
4071,4720,35,1,5,15904.1,14397.36,1506.74
4072,9871,289,1,0,6059.34,4155.67,1903.67
4073,9997,548,3,0,5507.54,3402.04,2105.5
4074,5493,331,4,0,13673.09,12016.31,1656.78
4075,2477,544,2,15,24546.61,18075.03,6471.58
4076,4571,119,3,15,22987.18,18209.61,4777.57
4077,6869,521,3,0,17589.59,16140.03,1449.56
4078,3834,280,5,30,9734.55,5558.9,-206.57
4079,7602,345,3,10,18302.25,13474.13,4828.12
4080,6611,587,5,10,15225.4,13866.89,1358.51
4081,3382,572,5,20,21645.18,15922.94,5722.24
4082,6337,552,2,10,6634.49,4282.28,2352.21
4083,2627,350,2,30,10361.2,8936.97,1424.23
4084,990,55,2,10,10034.95,6221.52,3813.43
4085,3036,95,5,15,11973.73,8409.59,3564.14
4086,5365,34,1,0,9814.08,5503.71,4310.37
4087,6047,5,2,20,12952.03,11459.5,1492.53
4088,3308,469,4,15,24823.83,16365.47,8458.36
4089,5048,72,2,5,21300.53,19937.03,1363.5
4090,915,472,2,10,11242.7,10353.58,889.12
4091,979,146,3,5,18922.96,11638.39,7284.57
4092,9909,133,2,0,10204.72,6035.54,4169.18
4093,2805,287,2,10,18038.09,15857.35,2180.74
4094,7597,113,3,10,4809.81,2967.04,1842.77
4095,5511,209,2,10,1256.02,844.4,411.62
4096,8691,267,4,20,20410.03,13073.86,7336.17
4097,115,31,3,0,22572.26,18100.96,4471.3
4098,3774,428,3,10,18004.76,17012.58,992.18
4099,3957,528,1,0,21464.32,16789.37,4674.95
4100,1247,347,4,5,380.19,242.95,137.24
4101,8884,464,3,5,1742.69,1199.49,543.2
4102,8578,348,4,30,22790.66,19185.87,3604.79
4103,531,527,3,15,15016.99,13079.96,1937.03
4104,9629,294,1,20,19029.01,14181.92,4847.09
4105,3122,9,4,5,8499.1,5474.29,3024.81
4106,2154,257,5,20,3082.43,2158.24,924.19
4107,9453,11,5,30,13671.89,10117.39,3554.5
4108,6941,2,2,5,23927.15,13696.6,10230.55
4109,5504,394,5,20,20509.13,14290.62,6218.51
4110,495,2,5,0,4835.31,4469.68,365.63
4111,6570,56,1,10,6577.86,4770.97,1806.89
4112,5882,366,3,0,3720.25,3445.05,275.2
4113,959,202,1,5,9894.74,6785.17,3109.57
4114,950,420,4,10,11430.66,8396.4,3034.26
4115,6094,498,2,10,17067.01,9527.78,7539.23
4116,5422,485,4,15,24447.16,19149.36,5297.8
4117,7555,345,4,5,18121.47,11219.56,6901.91
4118,7111,532,4,15,16709.47,12513.43,4196.04
4119,3061,144,4,5,21963.98,13966.79,7997.19
4120,5677,82,2,15,14165.73,11410.2,2755.53
4121,4502,357,2,20,19851.5,13821.16,6030.34
4122,8013,127,3,0,5021.81,3490.73,1531.08
4123,5897,423,3,20,21441.5,17289.01,4152.49
4124,100,244,3,10,17346.05,16312.87,1033.18
4125,8163,235,1,30,13982.09,11779.86,-360.66
4126,8783,282,5,10,15356.15,10335.43,5020.72
4127,8826,292,2,30,4754.98,3627.26,1127.72
4128,2798,274,4,20,1903.13,1320.25,582.88
4129,4920,539,1,0,13027.53,11459.93,1567.6
4130,8098,305,1,0,22398.7,14831.06,7567.64
4131,8256,576,5,0,12945.71,10938.66,2007.05
4132,5906,55,5,10,23574.33,14930.08,8644.25
4133,8063,421,2,5,19494.6,14206.19,5288.41
4134,7493,338,1,0,13644.94,7888.11,5756.83
4135,8060,118,1,30,10319.7,6750.87,3568.83
4136,4512,202,5,15,15571.53,11597.9,3973.63
4137,3428,294,4,15,17155.98,15776.4,1379.58
4138,2268,272,1,20,12440.26,9450.89,2989.37
4139,4027,202,2,0,12844.3,10997,1847.3
4140,9413,306,5,20,9393.75,7749.64,-69.01
4141,8193,294,2,30,21278.57,15151.48,6127.09
4142,4980,503,4,10,12634.18,8371.47,4262.71
4143,9707,395,3,20,11069.05,6778.76,4290.29
4144,2621,27,5,20,12638.49,8097.19,4541.3
4145,3202,322,1,30,1013.41,895.67,-142.23
4146,4288,9,4,15,6217.91,5411.93,805.98
4147,1492,131,5,10,703.05,389.1,313.95
4148,5925,98,5,5,6383.55,5306.45,1077.1
4149,8537,187,3,0,10183.64,8679.59,1504.05
4150,6150,97,4,5,2984.55,2220.74,763.81
4151,2032,201,1,20,13467.59,12375.51,1092.08
4152,7386,288,5,15,24695.39,22010.46,2684.93
4153,4127,203,3,0,14521.84,9905.67,4616.17
4154,900,147,2,15,8015.93,6514.41,1501.52
4155,3585,402,4,20,707.62,420.24,287.38
4156,1897,496,3,0,2048.32,1468,580.32
4157,2247,548,3,20,13389.58,10435.17,2954.41
4158,2421,2,5,5,16171.66,11977.6,4194.06
4159,9337,510,1,0,5814.27,5041.5,772.77
4160,6728,387,1,0,8227.05,5881.31,2345.74
4161,6378,85,4,20,5343.11,2996.29,2346.82
4162,861,301,3,30,17483.22,13549.11,3934.11
4163,3300,6,3,30,11557.1,10691.23,865.87
4164,6276,166,1,30,1136.81,785,351.81
4165,4109,57,2,5,2832.36,2371.71,460.65
4166,8740,47,4,10,8324.51,6817.88,1506.63
4167,6557,15,3,30,7685.93,6937.42,748.51
4168,5353,293,3,20,21172.25,16671.49,4500.76
4169,8740,160,2,30,819.24,767.89,51.35
4170,8843,251,2,30,22892.04,17805.9,5086.14
4171,3298,207,1,20,15503.33,10303.26,5200.07
4172,5471,291,5,0,8053.62,5251.64,2801.98
4173,4066,451,5,5,9573.12,8314.91,1258.21
4174,4493,43,3,15,7873.79,6078.58,1795.21
4175,5228,405,3,20,13841.89,12315.38,-679.7
4176,7447,449,5,10,5936.2,3670.37,2265.83
4177,7542,536,4,30,3993.43,3535.82,457.61
4178,3207,63,3,30,5586.25,5074.12,512.13
4179,3558,474,3,30,19085.85,13137.14,5948.71
4180,8429,386,1,10,7013.21,5871.83,1141.38
4181,2279,107,1,20,3453.55,2124.12,1329.43
4182,7217,85,1,5,2375.06,1581.61,793.45
4183,2288,185,3,30,515.97,322.06,193.91
4184,5863,291,5,15,7976.89,7410.32,566.57
4185,9811,408,5,10,14664.41,11582.27,3082.14
4186,2896,35,4,0,2140.47,1781.47,359
4187,8872,510,3,0,19526.22,13704.71,5821.51
4188,6751,572,3,30,16058,10002.68,6055.32
4189,535,297,1,20,324,182.84,141.16
4190,2667,368,4,5,14572.43,11707.44,2864.99
4191,2797,554,5,0,14458.54,12188.46,2270.08
4192,429,277,4,20,12034.16,9754.62,2279.54
4193,5244,405,1,20,13628.08,10204.93,-272.99
4194,9405,446,3,0,17633.45,13398.81,4234.64
4195,3770,585,2,30,12483.93,10671.65,1812.28
4196,950,570,4,0,23021.19,13829.41,9191.78
4197,7897,42,3,15,5699.2,3664.63,2034.57
4198,2002,466,1,5,21931.35,12452.26,9479.09
4199,543,333,1,20,16752.48,14155.86,2596.62
4200,5145,288,2,10,6845.62,4411.16,2434.46
4201,9743,189,3,0,19574.62,13725.56,5849.06
4202,4795,257,4,20,13753.36,8543.57,5209.79
4203,6884,152,1,30,3310.34,2452.57,857.77
4204,9907,199,1,20,19270.08,12295.48,6974.6
4205,6987,94,3,15,17486.59,14553,2933.59
4206,9176,549,4,10,2762.26,2214.15,548.11
4207,5355,448,4,20,17745.38,9941.6,7803.78
4208,1725,568,2,10,18882.36,11228.66,7653.7
4209,1645,140,4,30,6925.23,4898.7,-66.86
4210,1216,66,1,0,994.17,591.62,402.55
4211,6940,524,3,0,5242.08,4796.14,445.94
4212,3609,166,2,0,13072.66,10750.58,2322.08
4213,8372,532,3,5,9040.01,5211.73,3828.28
4214,196,169,5,20,17525.34,14698.29,2827.05
4215,1770,398,4,5,12837.84,9216.68,3621.16
4216,4602,560,4,15,15602.04,12923.86,2678.18
4217,8867,163,2,15,3715.53,2541.29,1174.24
4218,9001,218,5,15,23475.64,21425.94,2049.7
4219,713,516,3,20,3331.49,2194.04,1137.45
4220,6569,36,5,0,24013.74,17706.98,6306.76
4221,1459,90,4,5,22241.27,18571.1,3670.17
4222,4543,275,4,0,12749.49,9833.98,2915.51
4223,3705,332,4,0,3075.2,2090.7,984.5
4224,8183,337,1,0,12331.57,11711.66,619.91
4225,1425,270,2,30,10303.32,8278.55,2024.77
4226,4239,350,4,15,7046.37,4411.23,2635.14
4227,4591,202,2,5,2557.11,1563.53,993.58
4228,3245,412,1,0,9683.32,7153.13,2530.19
4229,1636,428,5,0,15447.45,10969.82,4477.63
4230,8303,545,4,5,23527.35,15709.76,7817.59
4231,5595,112,2,10,22799.87,12667.76,10132.11
4232,1646,112,5,10,11230.78,8666.32,2564.46
4233,5628,122,5,0,17979.52,11940.18,6039.34
4234,2593,474,2,5,13780.6,9720.93,4059.67
4235,9375,78,2,10,22676.05,17785.21,4890.84
4236,7613,544,4,5,22936.26,21699.17,1237.09
4237,9065,59,4,20,16112.67,9304.91,6807.76
4238,8600,592,3,30,1355.81,1103.32,252.49
4239,103,497,5,20,13801.15,8663.91,5137.24
4240,166,76,2,0,19276.59,12522.46,6754.13
4241,4187,304,4,5,7138.36,4521.53,2616.83
4242,6071,388,5,10,17932.96,15077.28,2855.68
4243,5879,367,5,20,3471.07,2725.12,745.95
4244,1717,191,5,30,19559.77,13263.48,6296.29
4245,6690,14,3,20,24486.01,18200.94,6285.07
4246,9031,153,1,15,14205.15,11088.06,3117.09
4247,1981,309,4,30,14354.83,10645.63,3709.2
4248,3821,319,5,10,24723.3,14954.23,9769.07
4249,3076,494,4,20,4033.74,3033.76,999.98
4250,4949,515,2,20,3376.46,2124.28,1252.18
4251,9406,342,3,0,4420.19,4038.92,381.27
4252,1612,543,3,20,14050.35,11140.36,2909.99
4253,7638,135,3,5,20920.15,17569.07,3351.08
4254,6032,345,3,15,24486.22,21081.99,3404.23
4255,4499,120,5,5,1904.93,1451.04,453.89
4256,9769,161,1,0,15366.52,13356.74,2009.78
4257,4564,214,4,30,17652.42,11540.72,-233.85
4258,3365,409,3,10,13049.14,8493.73,4555.41
4259,1677,9,4,30,14634.88,9611.15,5023.73
4260,2136,357,4,0,4439.97,2824.22,1615.75
4261,9772,155,5,0,18782.21,14845.89,3936.32
4262,6006,564,2,0,2052.59,1766.5,286.09
4263,8464,559,1,20,13726.09,9809.38,3916.71
4264,7336,512,3,0,9888.64,6078.79,3809.85
4265,4452,409,3,10,15001.01,10819.06,4181.95
4266,8700,13,4,0,14537.67,9859.78,4677.89
4267,267,163,4,30,10366.89,6686.85,-449.11
4268,338,151,2,20,12469.82,10128.72,-365.92
4269,6118,86,4,5,5484.57,3578.53,1906.04
4270,3588,459,1,0,9335.29,6597.43,2737.86
4271,4138,425,5,5,9379.74,8475.8,903.94
4272,1616,334,1,5,13887.63,11204.16,2683.47
4273,4878,147,5,5,7152.13,5770.91,1381.22
4274,1752,277,4,0,9196.74,7820,1376.74
4275,9570,525,2,30,11388.91,7179.27,4209.64
4276,548,497,1,30,23957.12,14954.11,-68.37
4277,1465,543,3,10,6374.4,5253.75,1120.65
4278,8095,233,3,5,8643.52,6910.51,1733.01
4279,2105,16,3,20,19434.38,15201.5,4232.88
4280,6837,214,2,5,14746.08,8320.81,6425.27
4281,7747,352,2,0,2385.71,2048.34,337.37
4282,8435,487,1,30,20963.98,12804.66,8159.32
4283,2862,595,2,0,4786.78,3975.42,811.36
4284,8888,286,1,10,7612.16,5149.92,2462.24
4285,8403,508,3,0,18060.46,13450.46,4610
4286,8628,128,2,20,22930.6,14840.97,8089.63
4287,2132,479,5,30,16420.03,11121.08,5298.95
4288,4452,435,1,0,11382.21,10719.77,662.44
4289,3093,407,2,0,21824.53,13547.49,8277.04
4290,2005,471,2,0,22378.28,16425.82,5952.46
4291,5314,334,2,20,10106.2,5610.52,4495.68
4292,6798,484,3,5,8905.81,6426.58,2479.23
4293,8139,4,1,10,13838.9,8980.68,4858.22
4294,6561,410,5,30,1987.98,1103.19,-534.62
4295,7683,37,1,15,9172.92,5893.47,3279.45
4296,1763,425,3,10,24513.68,14688.86,9824.82
4297,3179,15,3,30,5445.92,3323.97,2121.95
4298,8945,531,3,5,7776.94,5561.75,2215.19
4299,6097,372,5,0,1380.34,1112.54,267.8
4300,1407,37,2,20,23019.15,19470.08,3549.07
4301,3736,308,5,20,4285.51,3656.49,629.02
4302,4378,275,3,0,19792.26,18609.05,1183.21
4303,6089,130,2,10,3215.79,1786.57,1429.22
4304,6367,532,2,15,19190.29,15263.69,3926.6
4305,6148,459,5,0,24124.99,15972.36,8152.63
4306,7668,131,4,20,20719.91,11653.92,-552.14
4307,1187,35,3,30,5909.75,4197.13,1712.62
4308,2249,24,1,10,21640.48,13943.97,7696.51
4309,4263,282,1,0,8412.77,7438.96,973.81
4310,7802,294,2,0,3438.08,1949.98,1488.1
4311,9952,528,2,20,8848.21,7680.29,-608.28
4312,3572,567,1,0,4825.29,2674.49,2150.8
4313,7877,421,3,15,5809.77,4159.74,1650.03
4314,4457,102,3,15,15337.82,12673.27,2664.55
4315,2249,208,1,30,23132.41,15075.63,8056.78
4316,9224,155,2,30,6235.94,5043.82,1192.12
4317,5906,430,3,10,23553.12,17852.97,5700.15
4318,4047,156,2,30,20132.72,12449.35,7683.37
4319,6310,113,4,10,10188.18,8794.61,1393.57
4320,3756,75,5,10,12842.4,9156.09,3686.31
4321,2663,497,1,5,13261.52,9275.3,3986.22
4322,7591,217,5,5,16139.15,11126.05,5013.1
4323,6118,190,5,30,4227,3481.61,745.39
4324,2544,65,5,20,24586.54,21114.17,3472.37
4325,1427,463,4,5,7335.12,5373.63,1961.49
4326,2990,579,1,0,4547.14,3181.75,1365.39
4327,9087,181,2,30,16205.5,10314.83,-187.89
4328,6790,597,4,0,12699.05,8117.68,4581.37
4329,7583,383,2,15,17593.76,16344.39,1249.37
4330,9694,196,1,30,6371.97,5494.75,877.22
4331,3175,84,2,10,2617.61,2023.56,594.05
4332,6162,439,5,15,22739.95,13135.81,9604.14
4333,5684,122,2,15,3318.68,2021.64,1297.04
4334,6664,360,5,5,8178.58,7115.24,1063.34
4335,7091,284,1,15,13033.5,8937.8,4095.7
4336,5418,363,5,10,5674.22,3370.65,2303.57
4337,3990,129,5,10,10658.16,6646.54,4011.62
4338,809,530,1,5,20356.05,18477.85,1878.2
4339,8095,47,3,15,10272.42,8047.06,2225.36
4340,4130,106,2,10,20345.84,17732.78,2613.06
4341,3212,330,4,0,4252.41,2780.2,1472.21
4342,5448,68,1,20,7503.18,6235.05,-246.16
4343,1220,107,5,20,643,392.3,250.7
4344,4588,10,2,30,21873.12,17646.88,4226.24
4345,2645,396,3,15,7239.49,4417.95,2821.54
4346,1710,128,5,0,10440.26,6184.51,4255.75
4347,8292,273,1,20,17607.64,16533.37,1074.27
